Player,REC_rz,TGT_rz,REC PCT_rz,Y/R_rz,TGT PCT_rz,Year,Week
Cooper Kupp (LAR),1,2,50.0%,0.0,66.7%,2017,9
Emmanuel Sanders (FA),0,1,0.0%,0.0,25.0%,2017,9
Corey Davis (FA),0,1,0.0%,0.0,25.0%,2017,9
Tyreek Hill (MIA),0,0,0%,0.0,0%,2017,9
Russell Shepard (FA),0,1,0.0%,0.0,100.0%,2017,9
Bruce Ellington (FA),0,1,0.0%,0.0,25.0%,2017,9
Kamar Aiken (FA),0,1,0.0%,0.0,50.0%,2017,9
T.Y. Hilton (FA),0,1,0.0%,0.0,50.0%,2017,9
Larry Fitzgerald (FA),0,1,0.0%,0.0,50.0%,2017,9
Keelan Cole Sr. (FA),0,1,0.0%,0.0,25.0%,2017,9
Davante Adams (NYJ),2,3,66.7%,11.0,100.0%,2017,10
Kenny Britt (FA),1,1,100.0%,19.0,50.0%,2017,10
Sammy Watkins (FA),1,1,100.0%,17.0,33.3%,2017,10
Robert Woods (HOU),2,2,100.0%,7.5,66.7%,2017,10
Roger Lewis (FA),1,2,50.0%,14.0,66.7%,2017,10
Jarvis Landry (FA),1,2,50.0%,9.0,66.7%,2017,10
Demaryius Thomas (FA),1,1,100.0%,7.0,50.0%,2017,10
JuJu Smith-Schuster (KC),1,1,100.0%,7.0,100.0%,2017,10
Jarius Wright (FA),1,1,100.0%,7.0,20.0%,2017,10
Adam Thielen (CAR),1,2,50.0%,7.0,40.0%,2017,10
Marqise Lee (FA),1,1,100.0%,6.0,100.0%,2017,10
Stefon Diggs (HOU),1,2,50.0%,3.0,40.0%,2017,10
Justin Hardy (FA),1,1,100.0%,3.0,25.0%,2017,10
Taylor Gabriel (FA),1,1,100.0%,14.0,25.0%,2017,10
DeVante Parker (FA),1,1,100.0%,13.0,33.3%,2017,10
Danny Amendola (FA),2,2,100.0%,6.0,66.7%,2017,10
Curtis Samuel (BUF),1,1,100.0%,10.0,33.3%,2017,10
Jaron Brown (FA),1,2,50.0%,9.0,66.7%,2017,10
Randall Cobb (FA),0,0,0%,0.0,0.0%,2017,10
Bruce Ellington (FA),1,2,50.0%,5.0,50.0%,2017,10
Julio Jones (FA),1,2,50.0%,4.0,50.0%,2017,10
Devin Funchess (FA),1,1,100.0%,3.0,33.3%,2017,10
Emmanuel Sanders (FA),0,1,0.0%,0.0,50.0%,2017,10
Eric Decker (FA),0,1,0.0%,0.0,50.0%,2017,10
Ricardo Louis (FA),0,1,0.0%,0.0,50.0%,2017,10
Michael Thomas (FA),0,0,0%,0.0,0.0%,2017,10
Josh Doctson (FA),0,1,0.0%,0.0,25.0%,2017,10
Jamison Crowder (WAS),0,3,0.0%,0.0,75.0%,2017,10
Brandin Cooks (DAL),0,1,0.0%,0.0,33.3%,2017,10
Paul Richardson Jr. (FA),0,1,0.0%,0.0,100.0%,2017,10
DeAndre Hopkins (KC),0,2,0.0%,0.0,50.0%,2017,10
Brenton Bersin (FA),0,1,0.0%,0.0,33.3%,2017,10
Tavarres King (FA),0,1,0.0%,0.0,33.3%,2017,10
John Brown (FA),0,1,0.0%,0.0,33.3%,2017,10
Brandon Coleman (FA),0,1,0.0%,0.0,100.0%,2017,10
Kelvin Benjamin (FA),0,2,0.0%,0.0,100.0%,2017,10
Martavis Bryant (FA),0,0,0%,0.0,0.0%,2017,10
Corey Davis (FA),1,1,100.0%,19.0,50.0%,2017,10
Antonio Brown (FA),3,4,75.0%,7.0,50.0%,2017,11
Larry Fitzgerald (FA),1,1,100.0%,20.0,100.0%,2017,11
A.J. Green (FA),1,1,100.0%,18.0,100.0%,2017,11
Alshon Jeffery (FA),1,2,50.0%,17.0,40.0%,2017,11
Demaryius Thomas (FA),1,1,100.0%,17.0,50.0%,2017,11
Jarvis Landry (FA),2,3,66.7%,7.0,42.9%,2017,11
Torrey Smith (FA),1,1,100.0%,11.0,20.0%,2017,11
Amari Cooper (BUF),1,1,100.0%,9.0,25.0%,2017,11
Danny Amendola (FA),2,2,100.0%,2.5,50.0%,2017,11
DeSean Jackson (FA),1,1,100.0%,4.0,50.0%,2017,11
Mohamed Sanu Sr. (FA),1,1,100.0%,2.0,25.0%,2017,11
Keenan Allen (CHI),1,1,100.0%,2.0,33.3%,2017,11
JuJu Smith-Schuster (KC),2,3,66.7%,9.0,37.5%,2017,11
Justin Hardy (FA),1,1,100.0%,11.0,25.0%,2017,11
Ted Ginn Jr. (FA),1,1,100.0%,9.0,100.0%,2017,11
Michael Crabtree (FA),1,2,50.0%,7.0,50.0%,2017,11
Brandon Tate (FA),1,2,50.0%,7.0,66.7%,2017,11
Adam Thielen (CAR),1,2,50.0%,6.0,66.7%,2017,11
Dez Bryant (FA),2,3,66.7%,3.0,75.0%,2017,11
Tyler Lockett (SEA),1,1,100.0%,4.0,33.3%,2017,11
DeVante Parker (FA),1,4,25.0%,3.0,57.1%,2017,11
Pharoh Cooper (FA),0,1,0.0%,0.0,33.3%,2017,11
Roger Lewis (FA),0,1,0.0%,0.0,100.0%,2017,11
Josh Doctson (FA),0,2,0.0%,0.0,100.0%,2017,11
Laquon Treadwell (IND),0,1,0.0%,0.0,33.3%,2017,11
Mike Williams (PIT),0,2,0.0%,0.0,66.7%,2017,11
Zay Jones (ARI),0,1,0.0%,0.0,33.3%,2017,11
Marvin Hall (FA),0,1,0.0%,0.0,25.0%,2017,11
Josh Reynolds (JAC),0,1,0.0%,0.0,33.3%,2017,11
Cody Latimer (FA),0,1,0.0%,0.0,50.0%,2017,11
Martavis Bryant (FA),0,1,0.0%,0.0,12.5%,2017,11
Paul Richardson Jr. (FA),0,1,0.0%,0.0,33.3%,2017,11
Mike Evans (TB),0,1,0.0%,0.0,50.0%,2017,11
Terrance Williams (FA),0,1,0.0%,0.0,25.0%,2017,11
DeAndre Hopkins (KC),0,1,0.0%,0.0,100.0%,2017,11
Doug Baldwin (FA),0,1,0.0%,0.0,33.3%,2017,11
Randall Cobb (FA),0,1,0.0%,0.0,100.0%,2017,11
Julio Jones (FA),0,1,0.0%,0.0,25.0%,2017,11
Eric Decker (FA),0,0,0%,0.0,0%,2017,11
Emmanuel Sanders (FA),0,0,0%,0.0,0.0%,2017,11
Brandin Cooks (DAL),1,2,50.0%,-1.0,50.0%,2017,11
Nelson Agholor (BAL),1,2,50.0%,-2.0,40.0%,2017,11
Cooper Kupp (LAR),1,1,100.0%,10.0,33.3%,2017,11
Seth Roberts (FA),1,1,100.0%,8.0,25.0%,2017,11
Jamison Crowder (WAS),2,2,100.0%,12.5,50.0%,2017,12
Albert Wilson (FA),1,1,100.0%,19.0,100.0%,2017,12
Martavis Bryant (FA),1,2,50.0%,17.0,33.3%,2017,12
Jermaine Kearse (FA),2,2,100.0%,8.5,100.0%,2017,12
Nelson Agholor (BAL),1,1,100.0%,15.0,33.3%,2017,12
Josh Doctson (FA),1,1,100.0%,14.0,25.0%,2017,12
Antonio Brown (FA),2,2,100.0%,6.0,33.3%,2017,12
Zay Jones (ARI),1,1,100.0%,11.0,100.0%,2017,12
Louis Murphy (FA),1,1,100.0%,10.0,50.0%,2017,12
Amari Cooper (BUF),1,1,100.0%,9.0,100.0%,2017,12
Tyler Boyd (TEN),1,1,100.0%,8.0,50.0%,2017,12
Alshon Jeffery (FA),1,2,50.0%,8.0,66.7%,2017,12
Josh Reynolds (JAC),1,2,50.0%,7.0,40.0%,2017,12
Marvin Jones Jr. (FA),1,2,50.0%,6.0,100.0%,2017,12
Sammy Watkins (FA),1,2,50.0%,5.0,40.0%,2017,12
Brandin Cooks (DAL),1,1,100.0%,5.0,100.0%,2017,12
Kenny Stills (FA),1,1,100.0%,12.0,33.3%,2017,12
DeSean Jackson (FA),2,3,66.7%,5.0,37.5%,2017,12
Keenan Allen (CHI),1,2,50.0%,10.0,100.0%,2017,12
Willie Snead IV (FA),1,1,100.0%,9.0,50.0%,2017,12
Aldrick Robinson (FA),1,1,100.0%,8.0,50.0%,2017,12
Davante Adams (NYJ),1,2,50.0%,8.0,50.0%,2017,12
Corey Coleman (FA),1,1,100.0%,8.0,50.0%,2017,12
Stefon Diggs (HOU),1,1,100.0%,7.0,100.0%,2017,12
Chester Rogers (FA),1,1,100.0%,7.0,50.0%,2017,12
Randall Cobb (FA),1,1,100.0%,6.0,25.0%,2017,12
Eli Rogers (FA),1,1,100.0%,4.0,16.7%,2017,12
Roger Lewis (FA),1,1,100.0%,3.0,100.0%,2017,12
Jordy Nelson (FA),1,1,100.0%,2.0,25.0%,2017,12
Adam Humphries (FA),1,1,100.0%,1.0,12.5%,2017,12
Michael Thomas (FA),1,1,100.0%,1.0,50.0%,2017,12
Rashard Higgins (FA),0,1,0.0%,0.0,50.0%,2017,12
Braxton Miller (FA),0,1,0.0%,0.0,25.0%,2017,12
Chris Godwin (TB),0,1,0.0%,0.0,12.5%,2017,12
Mike Wallace (FA),0,1,0.0%,0.0,100.0%,2017,12
Demaryius Thomas (FA),1,1,100.0%,0.0,100.0%,2017,12
Larry Fitzgerald (FA),0,0,0%,0.0,0%,2017,12
Cooper Kupp (LAR),0,1,0.0%,0.0,20.0%,2017,12
Cole Beasley (FA),0,1,0.0%,0.0,100.0%,2017,12
A.J. Green (FA),0,1,0.0%,0.0,50.0%,2017,12
Julio Jones (FA),0,1,0.0%,0.0,100.0%,2017,12
Devin Funchess (FA),0,1,0.0%,0.0,100.0%,2017,12
Ryan Grant (FA),0,1,0.0%,0.0,25.0%,2017,12
Bruce Ellington (FA),2,3,66.7%,0.0,75.0%,2017,12
Jarvis Landry (FA),1,1,100.0%,0.0,33.3%,2017,12
Donte Moncrief (FA),0,1,0.0%,0.0,50.0%,2017,12
Mike Evans (TB),0,3,0.0%,0.0,37.5%,2017,12
Terrance Williams (FA),0,0,0%,0.0,0.0%,2017,12
Justin Hunter (FA),0,1,0.0%,0.0,16.7%,2017,12
DeVante Parker (FA),0,1,0.0%,0.0,33.3%,2017,12
A.J. Green (FA),2,5,40.0%,11.5,83.3%,2017,13
Keenan Allen (CHI),4,7,57.1%,6.3,87.5%,2017,13
Larry Fitzgerald (FA),2,2,100.0%,10.5,100.0%,2017,13
Ryan Grant (FA),1,1,100.0%,20.0,33.3%,2017,13
Dez Bryant (FA),2,2,100.0%,9.5,66.7%,2017,13
Josh Doctson (FA),1,1,100.0%,14.0,33.3%,2017,13
Sammy Watkins (FA),1,1,100.0%,11.0,16.7%,2017,13
Michael Thomas (FA),1,3,33.3%,10.0,100.0%,2017,13
Johnny Holton (FA),1,1,100.0%,9.0,50.0%,2017,13
Keelan Cole Sr. (FA),1,1,100.0%,8.0,33.3%,2017,13
Dontrelle Inman (FA),1,1,100.0%,8.0,100.0%,2017,13
Antonio Brown (FA),1,3,33.3%,6.0,75.0%,2017,13
Marqise Lee (FA),1,1,100.0%,4.0,33.3%,2017,13
Tyler Lockett (SEA),1,1,100.0%,1.0,100.0%,2017,13
Robbie Chosen (FA),1,2,50.0%,10.0,50.0%,2017,13
Cooper Kupp (LAR),2,2,100.0%,7.5,33.3%,2017,13
Travis Benjamin (FA),1,1,100.0%,11.0,12.5%,2017,13
Adam Humphries (FA),1,1,100.0%,11.0,33.3%,2017,13
Jarvis Landry (FA),1,2,50.0%,7.0,100.0%,2017,13
Ted Ginn Jr. (FA),0,0,0%,0.0,0.0%,2017,13
Jermaine Kearse (FA),2,2,100.0%,3.0,50.0%,2017,13
Sterling Shepard (TB),1,2,50.0%,5.0,100.0%,2017,13
Devin Funchess (FA),1,2,50.0%,5.0,66.7%,2017,13
Josh Reynolds (JAC),1,2,50.0%,3.0,33.3%,2017,13
Josh Malone (FA),1,1,100.0%,3.0,16.7%,2017,13
Nelson Agholor (BAL),1,1,100.0%,3.0,100.0%,2017,13
Chris Godwin (TB),0,1,0.0%,0.0,33.3%,2017,13
Geronimo Allison (FA),0,1,0.0%,0.0,50.0%,2017,13
JuJu Smith-Schuster (KC),0,1,0.0%,0.0,25.0%,2017,13
Zay Jones (ARI),0,3,0.0%,0.0,75.0%,2017,13
Demarcus Robinson (LAR),0,1,0.0%,0.0,50.0%,2017,13
Dede Westbrook (FA),0,1,0.0%,0.0,33.3%,2017,13
DeSean Jackson (FA),0,1,0.0%,0.0,33.3%,2017,13
Corey Coleman (FA),0,2,0.0%,0.0,66.7%,2017,13
Jamison Crowder (WAS),0,1,0.0%,0.0,33.3%,2017,13
Jordy Nelson (FA),1,1,100.0%,0.0,50.0%,2017,13
Seth Roberts (FA),0,1,0.0%,0.0,50.0%,2017,13
Albert Wilson (FA),0,1,0.0%,0.0,50.0%,2017,13
DeAndre Hopkins (KC),0,3,0.0%,0.0,100.0%,2017,13
Russell Shepard (FA),0,1,0.0%,0.0,33.3%,2017,13
Josh Gordon (FA),0,1,0.0%,0.0,33.3%,2017,13
Deonte Thompson (FA),0,1,0.0%,0.0,25.0%,2017,13
Kamar Aiken (FA),0,1,0.0%,0.0,100.0%,2017,13
Demaryius Thomas (FA),0,1,0.0%,0.0,100.0%,2017,13
Louis Murphy (FA),0,2,0.0%,0.0,66.7%,2017,13
Kendrick Bourne (NE),0,1,0.0%,0.0,33.3%,2017,13
Noah Brown (WAS),1,1,100.0%,-2.0,33.3%,2017,13
Pharoh Cooper (FA),1,1,100.0%,-3.0,16.7%,2017,13
Jarvis Landry (FA),3,3,100.0%,5.0,75.0%,2017,14
Demaryius Thomas (FA),2,3,66.7%,11.5,60.0%,2017,14
Dede Westbrook (FA),1,2,50.0%,18.0,100.0%,2017,14
Devin Funchess (FA),1,1,100.0%,18.0,100.0%,2017,14
Josh Gordon (FA),1,1,100.0%,18.0,50.0%,2017,14
Brandon LaFell (FA),1,1,100.0%,14.0,100.0%,2017,14
Kelvin Benjamin (FA),1,1,100.0%,8.0,100.0%,2017,14
Mohamed Sanu Sr. (FA),1,1,100.0%,8.0,25.0%,2017,14
DeAndre Hopkins (KC),1,1,100.0%,7.0,100.0%,2017,14
Cooper Kupp (LAR),1,1,100.0%,6.0,33.3%,2017,14
Golden Tate (FA),1,1,100.0%,5.0,100.0%,2017,14
Davante Adams (NYJ),2,2,100.0%,2.5,66.7%,2017,14
Corey Coleman (FA),1,1,100.0%,2.0,50.0%,2017,14
Alshon Jeffery (FA),1,2,50.0%,2.0,28.6%,2017,14
Michael Thomas (FA),1,2,50.0%,1.0,50.0%,2017,14
Sammy Watkins (FA),1,1,100.0%,1.0,33.3%,2017,14
Nelson Agholor (BAL),3,4,75.0%,4.0,57.1%,2017,14
Marquise Goodwin (FA),1,3,33.3%,10.0,75.0%,2017,14
Eli Rogers (FA),1,2,50.0%,9.0,50.0%,2017,14
Geronimo Allison (FA),1,1,100.0%,7.0,33.3%,2017,14
Albert Wilson (FA),1,1,100.0%,7.0,100.0%,2017,14
Jaron Brown (FA),1,1,100.0%,6.0,50.0%,2017,14
Adam Thielen (CAR),1,3,33.3%,4.0,75.0%,2017,14
Danny Amendola (FA),1,2,50.0%,4.0,66.7%,2017,14
Mike Williams (PIT),1,2,50.0%,3.0,50.0%,2017,14
Keenan Allen (CHI),1,2,50.0%,2.0,50.0%,2017,14
Torrey Smith (FA),0,1,0.0%,0.0,14.3%,2017,14
Tyler Lockett (SEA),0,1,0.0%,0.0,50.0%,2017,14
Louis Murphy (FA),0,1,0.0%,0.0,25.0%,2017,14
Kenny Stills (FA),0,1,0.0%,0.0,25.0%,2017,14
Pharoh Cooper (FA),0,1,0.0%,0.0,33.3%,2017,14
Michael Crabtree (FA),0,0,0%,0.0,0%,2017,14
Mike Wallace (FA),0,1,0.0%,0.0,100.0%,2017,14
Stefon Diggs (HOU),0,1,0.0%,0.0,25.0%,2017,14
Terrance Williams (FA),0,2,0.0%,0.0,100.0%,2017,14
Julio Jones (FA),0,3,0.0%,0.0,75.0%,2017,14
Larry Fitzgerald (FA),0,1,0.0%,0.0,50.0%,2017,14
Mike Evans (TB),0,1,0.0%,0.0,100.0%,2017,14
Willie Snead IV (FA),1,1,100.0%,0.0,25.0%,2017,14
Chris Hogan (FA),0,1,0.0%,0.0,33.3%,2017,14
Brandon Coleman (FA),0,1,0.0%,0.0,25.0%,2017,14
Martavis Bryant (FA),0,1,0.0%,0.0,25.0%,2017,14
Paul Richardson Jr. (FA),0,1,0.0%,0.0,50.0%,2017,14
Antonio Brown (FA),0,1,0.0%,0.0,25.0%,2017,14
Emmanuel Sanders (FA),0,2,0.0%,0.0,40.0%,2017,14
Damiere Byrd (FA),2,2,100.0%,11.0,50.0%,2017,15
Jaydon Mickens (FA),2,3,66.7%,9.5,75.0%,2017,15
Michael Crabtree (FA),3,5,60.0%,2.7,100.0%,2017,15
Stefon Diggs (HOU),2,2,100.0%,11.5,100.0%,2017,15
Michael Thomas (FA),3,4,75.0%,6.3,57.1%,2017,15
Eli Rogers (FA),1,2,50.0%,18.0,50.0%,2017,15
Adam Humphries (FA),1,1,100.0%,16.0,50.0%,2017,15
Davante Adams (NYJ),1,2,50.0%,13.0,50.0%,2017,15
Tavarres King (FA),1,1,100.0%,13.0,20.0%,2017,15
Nelson Agholor (BAL),3,3,100.0%,3.3,37.5%,2017,15
Keelan Cole Sr. (FA),1,1,100.0%,9.0,25.0%,2017,15
Rishard Matthews (FA),1,2,50.0%,8.0,50.0%,2017,15
Justin Hardy (FA),1,3,33.3%,6.0,60.0%,2017,15
Jamison Crowder (WAS),1,2,50.0%,5.0,50.0%,2017,15
Brandin Cooks (DAL),1,1,100.0%,4.0,100.0%,2017,15
Martavis Bryant (FA),1,1,100.0%,4.0,25.0%,2017,15
Robert Woods (HOU),2,2,100.0%,1.5,40.0%,2017,15
Alshon Jeffery (FA),1,4,25.0%,3.0,50.0%,2017,15
T.J. Jones (FA),1,1,100.0%,3.0,33.3%,2017,15
Julio Jones (FA),1,2,50.0%,17.0,40.0%,2017,15
Cooper Kupp (LAR),1,2,50.0%,15.0,40.0%,2017,15
Eric Decker (FA),1,1,100.0%,12.0,25.0%,2017,15
Alex Erickson (FA),1,1,100.0%,11.0,50.0%,2017,15
Torrey Smith (FA),1,1,100.0%,10.0,12.5%,2017,15
Jaron Brown (FA),1,2,50.0%,9.0,100.0%,2017,15
Jarvis Landry (FA),1,2,50.0%,7.0,40.0%,2017,15
Geronimo Allison (FA),1,2,50.0%,6.0,50.0%,2017,15
Tommylee Lewis (FA),0,0,0%,0.0,0.0%,2017,15
Corey Davis (FA),1,1,100.0%,5.0,25.0%,2017,15
Dontrelle Inman (FA),1,2,50.0%,5.0,66.7%,2017,15
Robbie Chosen (FA),1,3,33.3%,4.0,75.0%,2017,15
DeVante Parker (FA),1,3,33.3%,4.0,60.0%,2017,15
Trent Taylor (SF),1,1,100.0%,4.0,33.3%,2017,15
Darrius Heyward-Bey (FA),1,1,100.0%,3.0,25.0%,2017,15
Josh Doctson (FA),1,2,50.0%,2.0,50.0%,2017,15
Devin Funchess (FA),0,2,0.0%,0.0,50.0%,2017,15
Jermaine Kearse (FA),0,0,0%,0.0,0.0%,2017,15
Mike Wallace (FA),0,1,0.0%,0.0,50.0%,2017,15
Demaryius Thomas (FA),0,1,0.0%,0.0,100.0%,2017,15
Brandon LaFell (FA),0,1,0.0%,0.0,50.0%,2017,15
Kendall Wright (FA),0,1,0.0%,0.0,33.3%,2017,15
Marvin Jones Jr. (FA),0,1,0.0%,0.0,33.3%,2017,15
Deonte Thompson (FA),0,1,0.0%,0.0,100.0%,2017,15
Roger Lewis (FA),0,2,0.0%,0.0,40.0%,2017,15
Willie Snead IV (FA),0,1,0.0%,0.0,14.3%,2017,15
Tyreek Hill (MIA),0,1,0.0%,0.0,100.0%,2017,15
Sammy Watkins (FA),0,1,0.0%,0.0,20.0%,2017,15
Mike Evans (TB),0,1,0.0%,0.0,50.0%,2017,15
Chris Moore (WAS),0,1,0.0%,0.0,50.0%,2017,15
Cody Latimer (FA),0,0,0%,0.0,0.0%,2017,15
Kendrick Bourne (NE),0,2,0.0%,0.0,66.7%,2017,15
Kenny Golladay (FA),1,1,100.0%,-1.0,33.3%,2017,15
Sterling Shepard (TB),1,2,50.0%,-2.0,40.0%,2017,15
Chad Hansen (FA),1,1,100.0%,-4.0,25.0%,2017,15
Brandon Coleman (FA),1,2,50.0%,-4.0,28.6%,2017,15
Bobo Wilson (FA),1,1,100.0%,18.0,20.0%,2017,16
JuJu Smith-Schuster (KC),1,1,100.0%,18.0,25.0%,2017,16
Larry Fitzgerald (FA),2,4,50.0%,8.0,80.0%,2017,16
Stefon Diggs (HOU),2,2,100.0%,7.5,100.0%,2017,16
Jamison Crowder (WAS),1,1,100.0%,15.0,14.3%,2017,16
John Brown (FA),1,1,100.0%,15.0,20.0%,2017,16
Cooper Kupp (LAR),1,1,100.0%,14.0,33.3%,2017,16
Trent Taylor (SF),2,3,66.7%,5.5,42.9%,2017,16
Doug Baldwin (FA),1,1,100.0%,6.0,100.0%,2017,16
Michael Campanaro (FA),1,1,100.0%,6.0,50.0%,2017,16
Justin Hunter (FA),1,1,100.0%,5.0,25.0%,2017,16
Jaelen Strong (FA),1,1,100.0%,5.0,25.0%,2017,16
Sammy Watkins (FA),1,1,100.0%,3.0,33.3%,2017,16
DeAndre Hopkins (KC),1,1,100.0%,3.0,25.0%,2017,16
Eric Decker (FA),3,3,100.0%,9.0,75.0%,2017,16
Dede Westbrook (FA),1,1,100.0%,19.0,25.0%,2017,16
Brian Quick (FA),1,1,100.0%,9.0,14.3%,2017,16
Ted Ginn Jr. (FA),1,1,100.0%,7.0,100.0%,2017,16
Tyler Boyd (TEN),1,1,100.0%,6.0,100.0%,2017,16
Eli Rogers (FA),1,2,50.0%,6.0,50.0%,2017,16
Braxton Miller (FA),1,2,50.0%,5.0,50.0%,2017,16
Brandin Cooks (DAL),1,1,100.0%,5.0,100.0%,2017,16
Julio Jones (FA),1,2,50.0%,5.0,66.7%,2017,16
Corey Davis (FA),1,1,100.0%,4.0,25.0%,2017,16
Brenton Bersin (FA),1,1,100.0%,4.0,33.3%,2017,16
DeVante Parker (FA),1,1,100.0%,4.0,100.0%,2017,16
Devin Funchess (FA),1,1,100.0%,3.0,33.3%,2017,16
Dez Bryant (FA),1,1,100.0%,3.0,100.0%,2017,16
Mike Evans (TB),1,3,33.3%,3.0,60.0%,2017,16
Robbie Chosen (FA),0,1,0.0%,0.0,100.0%,2017,16
Chris Godwin (TB),0,1,0.0%,0.0,20.0%,2017,16
Kenny Golladay (FA),0,1,0.0%,0.0,100.0%,2017,16
Michael Clark (FA),0,1,0.0%,0.0,100.0%,2017,16
Jaydon Mickens (FA),0,2,0.0%,0.0,50.0%,2017,16
Mike Wallace (FA),0,1,0.0%,0.0,50.0%,2017,16
Chester Rogers (FA),0,1,0.0%,0.0,33.3%,2017,16
Marquise Goodwin (FA),0,1,0.0%,0.0,14.3%,2017,16
Corey Coleman (FA),0,1,0.0%,0.0,50.0%,2017,16
William Fuller V (FA),0,1,0.0%,0.0,25.0%,2017,16
Josh Doctson (FA),0,4,0.0%,0.0,57.1%,2017,16
Damiere Byrd (FA),0,1,0.0%,0.0,33.3%,2017,16
Alshon Jeffery (FA),0,1,0.0%,0.0,100.0%,2017,16
Michael Crabtree (FA),0,1,0.0%,0.0,100.0%,2017,16
Albert Wilson (FA),0,2,0.0%,0.0,66.7%,2017,16
Mohamed Sanu Sr. (FA),0,1,0.0%,0.0,33.3%,2017,16
Ryan Grant (FA),0,1,0.0%,0.0,14.3%,2017,16
T.Y. Hilton (FA),0,2,0.0%,0.0,66.7%,2017,16
Kelvin Benjamin (FA),0,1,0.0%,0.0,100.0%,2017,16
Robert Woods (HOU),0,1,0.0%,0.0,33.3%,2017,16
Kendrick Bourne (NE),0,3,0.0%,0.0,42.9%,2017,16
Tyreek Hill (MIA),0,1,0.0%,0.0,33.3%,2017,16
Rashard Higgins (FA),1,1,100.0%,17.0,50.0%,2017,16
JuJu Smith-Schuster (KC),2,2,100.0%,15.5,100.0%,2017,17
Brandin Cooks (DAL),2,3,66.7%,6.0,100.0%,2017,17
Brice Butler (FA),1,1,100.0%,20.0,50.0%,2017,17
Doug Baldwin (FA),1,1,100.0%,18.0,100.0%,2017,17
Randall Cobb (FA),1,1,100.0%,17.0,100.0%,2017,17
Hunter Sharp (FA),1,1,100.0%,16.0,33.3%,2017,17
Keenan Allen (CHI),2,2,100.0%,8.0,100.0%,2017,17
Stefon Diggs (HOU),1,1,100.0%,15.0,100.0%,2017,17
Aldrick Robinson (FA),1,2,50.0%,12.0,50.0%,2017,17
Jarvis Landry (FA),3,3,100.0%,3.3,50.0%,2017,17
Marquise Goodwin (FA),1,1,100.0%,8.0,25.0%,2017,17
Chris Moore (WAS),1,1,100.0%,6.0,33.3%,2017,17
Mike Wallace (FA),1,2,50.0%,6.0,66.7%,2017,17
Demaryius Thomas (FA),1,2,50.0%,6.0,66.7%,2017,17
Rashard Higgins (FA),1,1,100.0%,5.0,100.0%,2017,17
Devin Funchess (FA),1,2,50.0%,4.0,100.0%,2017,17
Marvin Jones Jr. (FA),1,2,50.0%,3.0,66.7%,2017,17
Mike Evans (TB),1,1,100.0%,12.0,33.3%,2017,17
Golden Tate (FA),1,1,100.0%,11.0,33.3%,2017,17
Tavon Austin (FA),0,0,0%,0.0,0.0%,2017,17
Albert Wilson (FA),1,1,100.0%,9.0,25.0%,2017,17
Kenny Stills (FA),1,2,50.0%,7.0,33.3%,2017,17
Josh Reynolds (JAC),1,3,33.3%,5.0,100.0%,2017,17
Chris Godwin (TB),1,2,50.0%,5.0,66.7%,2017,17
Demarcus Robinson (LAR),1,3,33.3%,2.0,75.0%,2017,17
Travis Rudolph (FA),0,1,0.0%,0.0,33.3%,2017,17
Marquis Bundy (FA),0,1,0.0%,0.0,33.3%,2017,17
A.J. Green (FA),0,2,0.0%,0.0,100.0%,2017,17
Isaiah McKenzie (FA),0,1,0.0%,0.0,33.3%,2017,17
Jakeem Grant Sr. (FA),0,1,0.0%,0.0,16.7%,2017,17
Mohamed Sanu Sr. (FA),0,1,0.0%,0.0,50.0%,2017,17
Kendall Wright (FA),0,1,0.0%,0.0,20.0%,2017,17
Josh Bellamy (FA),0,1,0.0%,0.0,20.0%,2017,17
Justin Hardy (FA),0,1,0.0%,0.0,50.0%,2017,17
DeVante Parker (FA),0,0,0%,0.0,0.0%,2017,17
Amari Cooper (BUF),0,1,0.0%,0.0,100.0%,2017,17
Dontrelle Inman (FA),0,3,0.0%,0.0,60.0%,2017,17
Jermaine Kearse (FA),0,1,0.0%,0.0,100.0%,2017,17
Terrance Williams (FA),0,1,0.0%,0.0,50.0%,2017,17
Kendrick Bourne (NE),0,1,0.0%,0.0,25.0%,2017,17
Bobo Wilson (FA),0,0,0%,0.0,0.0%,2017,17
Michael Thomas (FA),3,3,100.0%,7.0,75.0%,2018,1
Brandon Marshall (FA),1,2,50.0%,20.0,66.7%,2018,1
Keenan Allen (CHI),1,1,100.0%,20.0,50.0%,2018,1
Bruce Ellington (FA),2,2,100.0%,9.5,40.0%,2018,1
Phillip Dorsett II (ATL),2,2,100.0%,9.0,66.7%,2018,1
Davante Adams (NYJ),2,2,100.0%,9.0,66.7%,2018,1
Josh Gordon (FA),1,1,100.0%,17.0,50.0%,2018,1
Willie Snead IV (FA),1,1,100.0%,13.0,25.0%,2018,1
Cooper Kupp (LAR),1,3,33.3%,8.0,50.0%,2018,1
Michael Crabtree (FA),1,1,100.0%,12.0,25.0%,2018,1
Kenny Stills (FA),1,1,100.0%,10.0,50.0%,2018,1
Chris Godwin (TB),1,1,100.0%,9.0,50.0%,2018,1
John Brown (FA),1,2,50.0%,7.0,50.0%,2018,1
T.Y. Hilton (FA),1,3,33.3%,5.0,100.0%,2018,1
Tyrell Williams (FA),1,1,100.0%,4.0,50.0%,2018,1
Demaryius Thomas (FA),1,1,100.0%,4.0,100.0%,2018,1
